Excess Loss
2600000.0
7000000.0
55000000.0
6300000.0
5350000.0
10000000.0
3000000.0
1900000.0
25000000.0
24000000.0
25000000.0
4000000.0
5000000.0
5000000.0
2000000.0
5000000.0
10000000.0
31000000.0
55000000.0
